아벨,MPID_アベル
녹운의 춤부채,MSID_緑雲の舞扇
녹운의 춤부채+,MSID_緑雲の舞扇＋
야자나무 활,MSID_ヤシの実の弓
야자나무 활+,MSID_ヤシの実の弓＋
신사친위대 대장의 창,MSID_神使親衛隊隊長の槍
이방의 비검,MSID_異邦の秘剣
소라고둥 부케,MSID_ほら貝のブーケ
소라고둥 부케+,MSID_ほら貝のブーケ＋
마월의 제기,MSID_魔月の祭器
영신의 암기,MSID_影身の暗器
산호 활,MSID_サンゴの弓
산호 활+,MSID_サンゴの弓＋
산호 검,MSID_珊瑚の剣
산호 검+,MSID_珊瑚の剣＋
티아모의 애창,MSID_ティアモの愛槍
까마귀의 서,MSID_黒鴉の書
고귀한 활,MSID_高貴な弓
고귀한 활+,MSID_高貴な弓＋
고귀한 촛대,MSID_高貴な燭台
고귀한 촛대+,MSID_高貴な燭台＋
고귀한 부채,MSID_高貴な扇
고귀한 부채+,MSID_高貴な扇＋
고귀한 가면,MSID_高貴な仮面
고귀한 가면+,MSID_高貴な仮面＋
유려한 전묘의 조아,MSID_柔なる戦猫の爪牙
초원의 늑대의 백창,MSID_草原の狼の白槍
천제의 검,MSID_天帝の剣
크리미아 여왕의 왕홀,MSID_クリミア女王の王笏
홍희의 도끼,MSID_紅姫の斧
주홍색 용병의 쌍검,MSID_朱傭兵の双剣
주홍색 용병의 전부,MSID_朱傭兵の戦斧
흉조의 해적의 취조,MSID_凶兆の海賊の嘴爪
마를 품은 창아의 수정구,MSID_魔宿す蒼鴉の水晶球
분쇄하는 자,MSID_打ち砕くもの
모략의 전궁,MSID_謀略の戦弓
큐피드의 화살,MSID_キューピッドの矢
큐피드의 화살+,MSID_キューピッドの矢＋
마성의 창,MSID_魔性の槍
심벨린,MSID_シムベリン
디아멜의 보궁,MSID_ディアメル家の宝弓
무도제의 접부채,MSID_扇子
무도제의 접부채+,MSID_扇子＋
무도제의 고리,MSID_舞踏の輪
무도제의 고리+,MSID_舞踏の輪＋
무도제의 악보,MSID_楽譜
무도제의 악보+,MSID_楽譜＋
울려 퍼지는 합창의 제기,MSID_響き渡る合唱の祭器
다니엘의 연궁,MSID_ダニエルの錬弓
공명 오라,MSID_オーラ外伝
암흑의 브레스,MSID_闇のブレス
암흑의 브레스+,MSID_闇のブレス＋
천제의 암흑검,MSID_天帝の闇剣
공명 엑스칼리버,MSID_エクスカリバー外伝
검은 피의 대검,MSID_黒き血の大剣
마검 미스톨틴,MSID_魔剣ミストルティン
흑황자의 창,MSID_黒皇子の槍
암흑의 성서,MSID_暗黒の聖書
다크스파이크T,MSID_ダークスパイクΤ
의용의 창,MSID_義勇の槍
새벽하늘의 제사방울,MSID_暁天の神楽鈴
백야 왕자의 과자상자,MSID_白夜の王子の菓子箱
새벽녘의 창,MSID_払暁の槍
광휘의 브레스,MSID_光輝のブレス
데스,MSID_デス
사신의 암기,MSID_死神の暗器
덱 브러시,MSID_デッキブラシ
덱 브러시+,MSID_デッキブラシ＋
절해의 창궁,MSID_絶海の蒼弓
수비역용의 도끼,MSID_守備逆用の斧
수비역용의 도끼+,MSID_守備逆用の斧＋
수비역용의 창,MSID_守備逆用の槍
수비역용의 창+,MSID_守備逆用の槍＋
생선을 꿴 작살,MSID_魚を突いた銛
생선을 꿴 작살+,MSID_魚を突いた銛＋
마룡의 브레스,MSID_魔竜のブレス
마수의 서,MSID_魔獣の書
운명을 바꾸는 인연궁,MSID_運命変える絆弓
데빌액스,MSID_デビルアクス
박쥐의 활,MSID_コウモリの弓
박쥐의 활+,MSID_コウモリの弓＋
싹트는 마음의 용석,MSID_芽生えし心の竜石
귀족적인 활,MSID_貴族的な弓
군사의 간언의 지팡이,MSID_軍師の諫言の杖
다임선더,MSID_ダイムサンダ
신룡왕의 브레스,MSID_神竜王のブレス
신안개의 브레스,MSID_神霧のブレス
성서 나가,MSID_聖書ナーガ
어신의 혜창,MSID_漁神の恵槍
성검 틸핑,MSID_聖剣ティルフィング
전신과 희신의 변덕,MSID_雷神と戯神の気紛れ
파도치는 돌고래의 도끼,MSID_波舞うイルカの斧
자모의 영장,MSID_慈母の霊杖
발프레체,MSID_バルフレチェ
용검 팔시온,MSID_竜剣ファルシオン
용병단의 전부,MSID_傭兵団の戦斧
물보라,MSID_水の飛沫
마룡봉인의 검,MSID_魔竜封印の剣
용혈을 잇는 신부의 꽃,MSID_竜血継ぐ花嫁の花
용살의 암기,MSID_竜殺の暗器
용살의 암기+,MSID_竜殺の暗器＋
붉은 용기사의 도끼,MSID_赤い竜騎士の斧
하얀 꿈의 조각,MSID_白き夢のかけら
몽상의 익창,MSID_夢想の翼槍
성제의 풍광,MSID_聖祭の風光
성제의 풍광+,MSID_聖祭の風光＋
사막의 검희의 창,MSID_砂漠の剣姫の槍
개신과 폐신의 제기,MSID_開神と閉神の祭器
듀란달,MSID_デュランダル
백야암야 왕녀의 꽃지팡이,MSID_白夜暗夜の姫の花杖
암야 왕자의 화궁,MSID_暗夜の王子の花弓
암야의 용석,MSID_暗夜の竜石
어스름의 부채,MSID_宵闇の団扇
어스름의 부채+,MSID_宵闇の団扇＋
베드르의 요란,MSID_ヴェズルの妖卵
지창 게이볼그,MSID_地槍ゲイボルグ
칠흑빛 해적의 취조,MSID_射干玉の海賊の嘴爪
흑부 볼베르크,MSID_黒斧ベルヴェルク
에케작스,MSID_エッケザックス
기야의 복음,MSID_奇夜の福音
엘피의 대창,MSID_エルフィの大槍
엘드흐림니르,MSID_エルドフリムニル
에르나의 지팡이,MSID_エルナの杖
엘파이어,MSID_エルファイアー
엘리제의 유장,MSID_エリーゼの幼杖
엘리바가르,MSID_エリヴァーガル
엘라이트,MSID_エルライト
엘락,MSID_エルロック
엘선더,MSID_エルサンダー
엘윈드,MSID_エルウインド
심록의 도끼,MSID_深緑の斧
심록의 도끼+,MSID_深緑の斧＋
절암의 익조,MSID_絶闇の翼爪
절암 엠블라,MSID_絶闇エンブラ
막연의 브레스,MSID_茫漠のブレス
유구의 브레스,MSID_悠久のブレス
유구의 서,MSID_悠久の書
이공의 브레스,MSID_異空のブレス
영생의 브레스,MSID_永生のブレス
신검 팔시온,MSID_神剣ファルシオン
엑스칼리버,MSID_エクスカリバー
낙원의 과즙,MSID_楽園の果汁
사룡의 브레스,MSID_邪竜のブレス
페일노트,MSID_フェイルノート
난폭한 여자력의 도끼,MSID_荒ぶる女子力の斧
축제의 도끼,MSID_祝祭の斧
축제의 도끼+,MSID_祝祭の斧＋
신무의 브레스,MSID_神舞のブレス
팔시온(각성),MSID_ファルシオン覚醒
팔시온(외전),MSID_ファルシオン外伝
팔시온(문장의 비밀),MSID_ファルシオン
광아 바실리코스,MSID_狂牙バシリコス
닫는 자의 조아,MSID_閉ざす者の爪牙
작년을 닫는 조아,MSID_旧年を閉ざす爪牙
아버지의 전술서,MSID_父の戦術書
피어,MSID_フィアー
피어+,MSID_フィアー＋
페더 소드,MSID_フェザーソード
펠리시아의 얼음접시,MSID_フェリシアの氷皿
사신의 브레스,MSID_邪神のブレス
어스름한 사룡의 촛대,MSID_仄暗き邪痕の燭台
어스름한 사룡의 송명,MSID_仄暗き邪竜の松明
노스페라투,MSID_ノスフェラート
노스페라투+,MSID_ノスフェラート＋
펜살리르,MSID_フェンサリル
업창 지크문트,MSID_業槍ジークムント
현악기 활,MSID_弦楽器の弓
현악기 활+,MSID_弦楽器の弓＋
조학 볼가논,MSID_嘲謔ボルガノン
염호의 조아,MSID_炎虎の爪牙
핌불,MSID_フィンブル
파이어,MSID_ファイアー
불의 브레스,MSID_火のブレス
화염의 브레스,MSID_火炎のブレス
불꽃과 바람이 춤추는 영창,MSID_炎と風舞う霊槍
소방수의 암인,MSID_火消しの暗刃
불쓸이 도끼,MSID_火薙ぎの斧
불쓸이 도끼+,MSID_火薙ぎの斧＋
불쓸이 활,MSID_火薙ぎの弓
불쓸이 활+,MSID_火薙ぎの弓＋
불쓸이 창+,MSID_火薙ぎの槍＋
불쓸이 창,MSID_火薙ぎの槍
불쓸이 검,MSID_火薙ぎの剣
불쓸이 검+,MSID_火薙ぎの剣＋
달콤한 첫 꿈의 활,MSID_甘い初夢の弓
퍼스트 바이트,MSID_ファーストバイト
퍼스트 바이트+,MSID_ファーストバイト＋
물고기의 활,MSID_魚の弓
물고기의 활+,MSID_魚の弓＋
염과 빙의 왕녀의 휘궁,MSID_炎と氷の王女の輝弓
불꽃의 군배,MSID_炎の軍配
불꽃의 군배+,MSID_炎の軍配＋
플레임 랜스,MSID_フレイムランス
절염의 브레스,MSID_絶炎のブレス
절염 무스펠,MSID_絶炎ムスペル
염창 지크문트,MSID_炎槍ジークムント
작열의 브레스,MSID_灼熱のブレス
작열의 브레스+,MSID_灼熱のブレス＋
플래시,MSID_フラッシュ
플래시+,MSID_フラッシュ＋
비섬의 당근 창,MSID_緋閃のニンジン槍
비섬의 당근 창+,MSID_緋閃のニンジン槍＋
젊은 짐승의 화신 비행,MSID_若獣の化身・飛行
식물도감,MSID_植物図鑑
식물도감+,MSID_植物図鑑＋
장미 스틱,MSID_薔薇のステッキ
장미 스틱+,MSID_薔薇のステッキ＋
장미 나이프,MSID_薔薇のナイフ
장미 나이프+,MSID_薔薇のナイフ＋
플로리나의 맹세의 창,MSID_フロリーナの誓槍
홍화 오트클레르,MSID_紅花オートクレール
스미아의 꽃창,MSID_スミアの花槍
선잠자는 꽃의 검,MSID_微睡の花の剣
행복의 꽃,MSID_幸福の花
풍윤의 꽃,MSID_豊潤の花
불행의 꽃,MSID_不幸の花
염화인법서,MSID_艶花忍法帳
풍향계 창,MSID_風見鶏の槍
풍향계 창+,MSID_風見鶏の槍＋
미르,MSID_ミィル
폴크방,MSID_フォルクヴァング
폴블레이즈,MSID_フォルブレイズ
폴세티,MSID_フォルセティ
금전운의 활,MSID_金運の弓
금전운의 활+,MSID_金運の弓＋
요호낭의 조아,MSID_妖狐娘の爪牙
프레데릭의 견부,MSID_フレデリクの堅斧
프라이쿠겔,MSID_フライクーゲル
청아한 부케,MSID_清らかなブーケ
청아한 부케+,MSID_清らかなブーケ＋
절빙의 브레스,MSID_絶氷のブレス
빙정의 브레스,MSID_氷晶のブレス
창홍의 브레스,MSID_蒼紅のブレス
한여름의 시원한 아이스크림,MSID_真夏の涼の氷菓子
이둔의 과실,MSID_イズンの果実
풍신궁,MSID_風神弓
겁화 프라이쿠겔,MSID_却火フライクーゲル
게이볼그,MSID_ゲイボルグ
가름,MSID_ガルム
파도를 막는 닻 도끼,MSID_波閉ざす錨の斧
게이르드리풀,MSID_ゲイルドリヴル
게이르스쾨굴,MSID_ゲイルスケグル
영춘의 검,MSID_迎春の剣
영춘의 검+,MSID_迎春の剣＋
시조 팔시온,MSID_始祖ファルシオン
가베라 도끼,MSID_ガーベラの斧
적과 청의 기이한 귀화,MSID_赤と青の奇なる鬼火
빅 스푼,MSID_ビッグスプーン
빅 스푼+,MSID_ビッグスプーン＋
기가스칼리버,MSID_ギガスカリバー
황금 포크,MSID_黄金のフォーク
황금 포크+,MSID_黄金のフォーク＋
황금 고블릿,MSID_黄金のゴブレット
긴눈가가프,MSID_ギンヌンガガプ
걀라르브루,MSID_ギャッラルブルー
굘,MSID_ギョッル
검투사의 강검,MSID_剣闘士の剛剣
글레이프니르,MSID_グレイプニル
글리트니르,MSID_グリトニル
기라성의 브레스,MSID_綺羅星のブレス
기라성의 브레스+,MSID_綺羅星のブレス＋
명휘의 브레스,MSID_冥輝のブレス
여신의 도끼,MSID_女神の斧
용신의 브레스,MSID_竜神のブレス
황금의 단검,MSID_黄金の短剣
츠바키의 금나기나타,MSID_ツバキの金薙刀
겨울축제의 부츠,MSID_冬祭のブーツ
겨울축제의 부츠+,MSID_冬祭のブーツ＋
그라디우스,MSID_グラディウス
그라드의 전부,MSID_グラドの戦斧
그라프칼리버,MSID_グラフカリバー
효자손,MSID_孫の手
효자손+,MSID_孫の手＋
그라티아,MSID_グラーティア
그라티아+,MSID_グラーティア＋
그래비티,MSID_グラビティ
그래비티+,MSID_グラビティ＋
신염의 브레스,MSID_神炎のブレス
녹색 알,MSID_緑の卵
녹색 알+,MSID_緑の卵＋
녹색 선물상자,MSID_緑のプレゼント箱
녹색 선물상자+,MSID_緑のプレゼント箱＋
마서 기므레,MSID_魔書ギムレー
마총 브로크,MSID_魔銃ブロック
그리모어,MSID_グリモワール
그룬블레이드,MSID_スレッダグラン
그룬블레이드+,MSID_スレッダグラン＋
녹색 꽃바구니,MSID_緑の花かご
녹색 꽃바구니+,MSID_緑の花かご＋
그론디어,MSID_グルンディア
그론디어+,MSID_グルンディア＋
그룬폭스,MSID_グルンフォックス
그룬폭스+,MSID_グルンフォックス＋
그룬아울,MSID_グルンアウル
그룬아울+,MSID_グルンアウル＋
그룬래빗,MSID_グルンラビット
그룬래빗+,MSID_グルンラビット＋
그룬레이븐,MSID_ナートグラン
그룬레이븐+,MSID_ナートグラン＋
그룬서펜트,MSID_グルンサーペント
그룬서펜트+,MSID_グルンサーペント＋
그룬벌쳐,MSID_グルンバルチャー
그룬벌쳐+,MSID_グルンバルチャー＋
그룬울프,MSID_ウルファグラン
그룬울프+,MSID_ウルファグラン＋
백로신랑의 날개,MSID_白鷺花婿の翼
캔슬의 도끼,MSID_キャンセルの斧
캔슬의 도끼+,MSID_キャンセルの斧＋
원거리방어의 활,MSID_遠距離防御の弓
원거리방어의 활+,MSID_遠距離防御の弓＋
수호자의 거부,MSID_守護者の巨斧
수호자의 열궁,MSID_守護者の烈弓
신년의 전묘의 조아,MSID_新年の戦猫の爪牙
캔슬의 창,MSID_キャンセルの槍
캔슬의 창+,MSID_キャンセルの槍＋
캔슬의 검,MSID_キャンセルの剣
캔슬의 검+,MSID_キャンセルの剣＋
인도하는 교사의 모래시계,MSID_導きの教師の砂時計
굴린캄비의 성란,MSID_グリンカムビの聖卵
굴베이그,MSID_グルヴェイグ
굴그란트,MSID_グルグラント
호박도끼,MSID_カボチャの斧
호박도끼+,MSID_カボチャの斧＋
하데스Ω,MSID_ハデスΩ
하고이타,MSID_羽子板
하고이타+,MSID_羽子板＋
성재 틸핑,MSID_神璽ティルフィング
파마의 화살,MSID_破魔矢
파마의 화살+,MSID_破魔矢＋
해머,MSID_ハンマー
해머+,MSID_ハンマー＋
카자하나의 여도,MSID_カザハナの麗刀
핸드벨,MSID_ハンドベル
핸드벨+,MSID_ハンドベル＋
흑토끼의 창,MSID_黒兎の槍
흑토끼의 창+,MSID_黒兎の槍＋
왜창,MSID_倭鉾
왜창+,MSID_倭鉾＋
어린 짐승의 화신 비행,MSID_幼獣の化身・飛行
오트클레르,MSID_オートクレール
매왕의 취조,MSID_鷹王の嘴爪
사부 글리트니르,MSID_死斧グリトニル
축제의 검,MSID_祝祭の剣
축제의 검+,MSID_祝祭の剣＋
갑옷을 좋아하는 견창,MSID_鎧好きの堅槍
관통의 창,MSID_貫きの槍
관통의 창+,MSID_貫きの槍＋
죽음의 낫 헬,MSID_死鎌ヘル
타륜 활,MSID_舵の弓
타륜 활+,MSID_舵の弓＋
조타의 도끼,MSID_操舵の斧
조타의 도끼+,MSID_操舵の斧＋
신년을 여는 뿔,MSID_新年を開く角
산의 은자의 서,MSID_山の隠者の書
백로의 날개,MSID_白鷺の翼
도니의 박창,MSID_ドニの朴槍
히비스커스의 책,MSID_ハイビスカスの本
히비스커스의 책+,MSID_ハイビスカスの本＋
꽃 머리장식,MSID_花の髪飾り
꽃 머리장식+,MSID_花の髪飾り＋
빙신도,MSID_氷神刀
히나타의 맹도,MSID_ヒナタの猛刀
히노카의 붉은 나기나타,MSID_ヒノカの紅薙刀
흘리드스캴프,MSID_フリズスキャルヴ
얼음안개의 나이프,MSID_霧氷のナイフ
성창 그라디우스,MSID_聖槍グラディウス
성일 틸핑,MSID_聖日ティルフィング
성궁 이치이발,MSID_聖血イチイバル
의협의 전인,MSID_義侠の戦刃
여는 자의 뿔,MSID_開く者の角
땅의 여신의 뿔,MSID_地の女神の角
수완의 예창,MSID_凄腕の鋭槍
흐림팍시,MSID_フリムファクシ
흐리스트,MSID_フリスト
거대한 부채,MSID_大きな扇子
거대한 부채+,MSID_大きな扇子＋
후긴의 마란,MSID_フギンの魔卵
수렵의 날카로운 칼날,MSID_狩猟の鋭刃
질풍의 암기,MSID_疾風の暗器
휘트르벌쳐,MSID_ヒータバルチャー
휘트르벌쳐+,MSID_ヒータバルチャー＋
맥베스의 혹서,MSID_マクベスの惑書
빙창 핌불,MSID_氷槍フィンブル
빙창 마르테,MSID_氷槍マルテ
이핑그르,MSID_イーヴィングル
절광의 뿔,MSID_絶光の角
신이 깃든 팽이,MSID_神宿りの独楽
마후,MSID_マフー
의분의 강궁,MSID_義憤の強弓
안으로부터 넘쳐흐르는 마력,MSID_内より溢れる魔力
금석의 서,MSID_金石の書
모녀의 고요한 축복,MSID_母娘の静やかな祝福
순격의 도끼,MSID_瞬撃の斧
순격의 도끼+,MSID_瞬撃の斧＋
순격의 활,MSID_瞬撃の弓
순격의 활+,MSID_瞬撃の弓＋
순격의 창,MSID_瞬撃の槍
순격의 창+,MSID_瞬撃の槍＋
순격의 검,MSID_瞬撃の剣
순격의 검+,MSID_瞬撃の剣＋
노기사의 고부,MSID_老騎士の古斧
미승의 전부,MSID_美僧の戦斧
아이리스의 서,MSID_アイリスの書
철의 도끼,MSID_鉄の斧
철의 활,MSID_鉄の弓
철의 암기,MSID_鉄の暗器
철의 창,MSID_鉄の槍
철의 검,MSID_鉄の剣
포렴,MSID_のれん
포렴+,MSID_のれん＋
이발디,MSID_イーヴァルディ
조커의 식기,MSID_ジョーカーの食器
변신 카드,MSID_変身のカード
경박한 자의 벽창,MSID_お調子者の碧槍
거인자매의 활,MSID_巨人姉妹の弓
행복의 서약,MSID_幸せの誓約
랜턴 지팡이,MSID_ランタンの杖
랜턴 지팡이+,MSID_ランタンの杖＋
행복의 양서,MSID_幸福の良書
환호의 검,MSID_雀躍の剣
남국의 주스,MSID_南国のジュース
남국의 주스+,MSID_南国のジュース＋
적시,MSID_鏑矢
적시+,MSID_鏑矢＋
소나무 장식,MSID_門松
